machine_id,TIME,cpu_util_percent,mem_util_percent
m_2020,1970/1/6 8:57,22,93
m_2020,1970/1/6 9:00,16,93
m_2020,1970/1/6 9:00,22,90
m_2020,1970/1/6 9:03,17,91
m_2020,1970/1/6 9:03,22,92
m_2020,1970/1/6 9:03,23,92
m_2020,1970/1/6 9:03,26,93
m_2020,1970/1/6 9:06,22,92
m_2020,1970/1/6 9:07,20,91
m_2020,1970/1/6 9:08,21,91
m_2020,1970/1/6 9:10,27,94
m_2020,1970/1/6 9:11,25,95
m_2020,1970/1/6 9:12,28,95
m_2020,1970/1/6 9:13,34,98
m_2020,1970/1/6 9:14,35,97
m_2020,1970/1/6 9:15,41,97
m_2020,1970/1/6 9:17,33,92
m_2020,1970/1/6 9:19,28,90
m_2020,1970/1/6 9:19,31,89
m_2020,1970/1/6 9:20,27,88
m_2020,1970/1/6 9:21,27,88
m_2020,1970/1/6 9:22,32,88
m_2020,1970/1/6 9:22,32,89
m_2020,1970/1/6 9:25,36,89
m_2020,1970/1/6 9:26,36,89
m_2020,1970/1/6 9:27,29,88
m_2020,1970/1/6 9:28,30,88
m_2020,1970/1/6 9:29,40,91
m_2020,1970/1/6 9:30,28,88
m_2020,1970/1/6 9:31,21,87
m_2020,1970/1/6 9:31,18,87
m_2020,1970/1/6 9:32,20,88
m_2020,1970/1/6 9:34,19,88
m_2020,1970/1/6 9:34,23,89
m_2020,1970/1/6 9:36,23,90
m_2020,1970/1/6 9:36,21,90
m_2020,1970/1/6 9:37,23,90
m_2020,1970/1/6 9:37,19,89
m_2020,1970/1/6 9:39,33,92
m_2020,1970/1/6 9:40,29,91
m_2020,1970/1/6 9:42,29,88
m_2020,1970/1/6 9:44,23,87
m_2020,1970/1/6 9:46,19,86
m_2020,1970/1/6 9:46,16,86
m_2020,1970/1/6 9:49,17,85
m_2020,1970/1/6 9:50,20,85
m_2020,1970/1/6 9:52,19,85
m_2020,1970/1/6 9:54,17,86
m_2020,1970/1/6 9:56,12,85
m_2020,1970/1/6 9:59,15,86
m_2020,1970/1/6 9:59,19,86
m_2020,1970/1/6 10:00,18,86
m_2020,1970/1/6 10:04,23,88
m_2020,1970/1/6 10:05,25,90
m_2020,1970/1/6 10:07,27,90
m_2020,1970/1/6 10:07,29,90
m_2020,1970/1/6 10:08,32,90
m_2020,1970/1/6 10:09,27,88
m_2020,1970/1/6 10:10,24,87
m_2020,1970/1/6 10:11,30,87
m_2020,1970/1/6 10:12,34,88
m_2020,1970/1/6 10:14,38,89
m_2020,1970/1/6 10:15,35,90
m_2020,1970/1/6 10:17,27,90
m_2020,1970/1/6 10:17,34,90
m_2020,1970/1/6 10:18,26,90
m_2020,1970/1/6 10:19,31,91
m_2020,1970/1/6 10:21,45,91
m_2020,1970/1/6 10:23,32,89
m_2020,1970/1/6 10:23,33,89
m_2020,1970/1/6 10:25,34,90
m_2020,1970/1/6 10:26,47,90
m_2020,1970/1/6 10:28,30,91
m_2020,1970/1/6 10:30,30,91
m_2020,1970/1/6 10:30,35,91
m_2020,1970/1/6 10:34,19,89
m_2020,1970/1/6 10:36,18,88
m_2020,1970/1/6 10:38,19,89
m_2020,1970/1/6 10:38,20,89
m_2020,1970/1/6 10:39,26,91
m_2020,1970/1/6 10:40,25,90
m_2020,1970/1/6 10:40,24,90
m_2020,1970/1/6 10:41,18,89
m_2020,1970/1/6 10:41,22,89
m_2020,1970/1/6 10:42,18,89
m_2020,1970/1/6 10:43,28,90
m_2020,1970/1/6 10:43,24,90
m_2020,1970/1/6 10:44,24,88
m_2020,1970/1/6 10:46,42,89
m_2020,1970/1/6 10:46,43,90
m_2020,1970/1/6 10:47,39,90
m_2020,1970/1/6 10:47,35,89
m_2020,1970/1/6 10:49,30,89
m_2020,1970/1/6 10:50,33,88
m_2020,1970/1/6 10:50,25,87
m_2020,1970/1/6 10:57,27,88
m_2020,1970/1/6 10:57,25,89
m_2020,1970/1/6 10:59,27,90
m_2020,1970/1/6 10:59,30,91
m_2020,1970/1/6 11:00,29,90
m_2020,1970/1/6 11:00,35,92
m_2020,1970/1/6 11:04,27,90
m_2020,1970/1/6 11:04,34,90
m_2020,1970/1/6 11:09,27,90
m_2020,1970/1/6 11:09,30,90
m_2020,1970/1/6 11:09,32,91
m_2020,1970/1/6 11:11,31,91
m_2020,1970/1/6 11:11,31,90
m_2020,1970/1/6 11:12,35,90
m_2020,1970/1/6 11:12,33,91
m_2020,1970/1/6 11:13,32,89
m_2020,1970/1/6 11:14,23,88
m_2020,1970/1/6 11:14,28,90
m_2020,1970/1/6 11:17,31,92
m_2020,1970/1/6 11:17,37,92
m_2020,1970/1/6 11:18,38,93
m_2020,1970/1/6 11:19,39,94
m_2020,1970/1/6 11:21,24,91
m_2020,1970/1/6 11:22,27,91
m_2020,1970/1/6 11:22,23,90
m_2020,1970/1/6 11:23,23,90
m_2020,1970/1/6 11:24,37,92
m_2020,1970/1/6 11:26,31,91
m_2020,1970/1/6 11:26,34,91
m_2020,1970/1/6 11:27,34,94
m_2020,1970/1/6 11:29,32,92
m_2020,1970/1/6 11:29,38,93
m_2020,1970/1/6 11:29,37,93
m_2020,1970/1/6 11:30,44,92
m_2020,1970/1/6 11:30,35,92
m_2020,1970/1/6 11:32,28,92
m_2020,1970/1/6 11:34,34,91
m_2020,1970/1/6 11:35,38,91
m_2020,1970/1/6 11:36,40,91
m_2020,1970/1/6 11:36,47,92
m_2020,1970/1/6 11:37,27,91
m_2020,1970/1/6 11:41,28,90
m_2020,1970/1/6 11:43,30,91
m_2020,1970/1/6 11:43,30,92
m_2020,1970/1/6 11:44,38,92
m_2020,1970/1/6 11:46,36,94
m_2020,1970/1/6 11:46,38,94
m_2020,1970/1/6 11:47,31,93
m_2020,1970/1/6 11:48,27,90
m_2020,1970/1/6 11:49,23,90
m_2020,1970/1/6 11:53,22,90
m_2020,1970/1/6 11:54,30,91
m_2020,1970/1/6 11:54,32,92
m_2020,1970/1/6 11:54,33,92
m_2020,1970/1/6 11:55,36,93
m_2020,1970/1/6 11:55,37,93
m_2020,1970/1/6 11:57,35,93
m_2020,1970/1/6 11:58,32,93
m_2020,1970/1/6 11:59,32,94
m_2020,1970/1/6 12:00,51,97
m_2020,1970/1/6 12:00,47,98
m_2020,1970/1/6 12:01,44,95
m_2020,1970/1/6 12:04,32,94
m_2020,1970/1/6 12:06,29,94
m_2020,1970/1/6 12:08,24,93
m_2020,1970/1/6 12:09,29,95
m_2020,1970/1/6 12:09,25,93
m_2020,1970/1/6 12:11,30,95
m_2020,1970/1/6 12:13,36,95
m_2020,1970/1/6 12:13,40,95
m_2020,1970/1/6 12:14,36,95
m_2020,1970/1/6 12:14,33,94
m_2020,1970/1/6 12:15,43,96
m_2020,1970/1/6 12:17,33,94
m_2020,1970/1/6 12:17,36,95
m_2020,1970/1/6 12:18,37,96
m_2020,1970/1/6 12:18,41,96
m_2020,1970/1/6 12:21,46,96
m_2020,1970/1/6 12:25,46,95
m_2020,1970/1/6 12:27,42,94
m_2020,1970/1/6 12:28,50,95
m_2020,1970/1/6 12:28,42,94
m_2020,1970/1/6 12:29,32,91
m_2020,1970/1/6 12:33,46,91
m_2020,1970/1/6 12:34,42,91
m_2020,1970/1/6 12:38,39,91
m_2020,1970/1/6 12:39,24,90
m_2020,1970/1/6 12:41,36,94
m_2020,1970/1/6 12:44,32,92
m_2020,1970/1/6 12:45,34,93
m_2020,1970/1/6 12:46,30,93
m_2020,1970/1/6 12:47,29,91
m_2020,1970/1/6 12:47,33,91
m_2020,1970/1/6 12:49,34,91
m_2020,1970/1/6 12:54,26,91
m_2020,1970/1/6 12:57,32,92
m_2020,1970/1/6 13:00,45,95
m_2020,1970/1/6 13:00,48,94
m_2020,1970/1/6 13:02,46,94
m_2020,1970/1/6 13:02,45,95
m_2020,1970/1/6 13:13,39,94
m_2020,1970/1/6 13:14,36,94
m_2020,1970/1/6 13:15,31,94
m_2020,1970/1/6 13:16,35,95
m_2020,1970/1/6 13:16,36,95
m_2020,1970/1/6 13:17,33,94
m_2020,1970/1/6 13:19,24,93
m_2020,1970/1/6 13:21,38,93
m_2020,1970/1/6 13:23,29,95
m_2020,1970/1/6 13:24,30,94
m_2020,1970/1/6 13:24,29,94
m_2020,1970/1/6 13:25,32,94
m_2020,1970/1/6 13:27,27,93
m_2020,1970/1/6 13:29,27,93
m_2020,1970/1/6 13:29,28,92
m_2020,1970/1/6 13:30,24,91
m_2020,1970/1/6 13:30,28,91
m_2020,1970/1/6 13:31,23,90
m_2020,1970/1/6 13:32,21,91
m_2020,1970/1/6 13:34,24,90
m_2020,1970/1/6 13:35,26,90
m_2020,1970/1/6 13:35,24,90
m_2020,1970/1/6 13:36,37,92
m_2020,1970/1/6 13:39,38,94
m_2020,1970/1/6 13:41,35,94
m_2020,1970/1/6 13:41,31,93
m_2020,1970/1/6 13:42,51,95
m_2020,1970/1/6 13:43,46,96
m_2020,1970/1/6 13:46,44,96
m_2020,1970/1/6 13:47,43,96
m_2020,1970/1/6 13:51,50,96
m_2020,1970/1/6 13:53,48,94
m_2020,1970/1/6 13:53,49,95
m_2020,1970/1/6 13:54,47,94
m_2020,1970/1/6 13:55,61,97
m_2020,1970/1/6 13:56,54,97
m_2020,1970/1/6 13:57,50,95
m_2020,1970/1/6 14:02,65,93
m_2020,1970/1/6 14:04,77,95
m_2020,1970/1/6 14:05,76,95
m_2020,1970/1/6 14:06,76,94
m_2020,1970/1/6 14:09,82,95
m_2020,1970/1/6 14:12,80,94
m_2020,1970/1/6 14:12,79,94
m_2020,1970/1/6 14:12,81,95
m_2020,1970/1/6 14:15,70,94
m_2020,1970/1/6 14:15,66,93
m_2020,1970/1/6 14:16,61,93
m_2020,1970/1/6 14:20,58,96
m_2020,1970/1/6 14:23,56,96
m_2020,1970/1/6 14:25,58,95
m_2020,1970/1/6 14:27,62,95
m_2020,1970/1/6 14:29,62,94
m_2020,1970/1/6 14:30,57,92
m_2020,1970/1/6 14:30,55,93
m_2020,1970/1/6 14:31,47,93
m_2020,1970/1/6 14:31,49,92
m_2020,1970/1/6 14:32,47,93
m_2020,1970/1/6 14:32,49,93
m_2020,1970/1/6 14:34,50,93
m_2020,1970/1/6 14:35,68,97
m_2020,1970/1/6 14:36,62,96
m_2020,1970/1/6 14:37,50,94
m_2020,1970/1/6 14:37,56,95
m_2020,1970/1/6 14:39,54,97
m_2020,1970/1/6 14:42,48,94
m_2020,1970/1/6 14:47,58,94
m_2020,1970/1/6 14:48,49,93
m_2020,1970/1/6 14:49,50,93
m_2020,1970/1/6 14:49,53,94
m_2020,1970/1/6 14:52,53,95
m_2020,1970/1/6 14:53,53,97
m_2020,1970/1/6 14:53,56,96
m_2020,1970/1/6 14:54,52,96
m_2020,1970/1/6 14:54,52,95
m_2020,1970/1/6 14:57,53,96
m_2020,1970/1/6 14:57,57,97
m_2020,1970/1/6 15:04,58,94
m_2020,1970/1/6 15:05,58,93
m_2020,1970/1/6 15:07,53,92
m_2020,1970/1/6 15:08,45,90
m_2020,1970/1/6 15:09,46,89
m_2020,1970/1/6 15:11,49,91
m_2020,1970/1/6 15:16,66,92
m_2020,1970/1/6 15:17,73,91
m_2020,1970/1/6 15:19,62,94
m_2020,1970/1/6 15:19,61,93
m_2020,1970/1/6 15:24,55,95
m_2020,1970/1/6 15:26,60,91
m_2020,1970/1/6 15:27,55,92
m_2020,1970/1/6 15:30,48,89
m_2020,1970/1/6 15:32,44,90
m_2020,1970/1/6 15:33,42,90
m_2020,1970/1/6 15:33,56,89
m_2020,1970/1/6 15:33,61,89
m_2020,1970/1/6 15:39,45,91
m_2020,1970/1/6 15:41,51,90
m_2020,1970/1/6 15:44,41,88
m_2020,1970/1/6 15:45,40,90
m_2020,1970/1/6 15:49,33,87
m_2020,1970/1/6 15:51,47,89
m_2020,1970/1/6 15:52,49,90
m_2020,1970/1/6 15:52,45,90
m_2020,1970/1/6 15:53,47,90
m_2020,1970/1/6 15:56,44,90
m_2020,1970/1/6 15:56,49,91
m_2020,1970/1/6 15:57,47,90
m_2020,1970/1/6 16:00,46,91
m_2020,1970/1/6 16:03,48,91
m_2020,1970/1/6 16:03,47,91
m_2020,1970/1/6 16:04,45,90
m_2020,1970/1/6 16:05,39,89
m_2020,1970/1/6 16:08,38,88
m_2020,1970/1/6 16:10,30,89
m_2020,1970/1/6 16:14,34,90
m_2020,1970/1/6 16:14,36,91
m_2020,1970/1/6 16:14,35,91
m_2020,1970/1/6 16:15,38,91
m_2020,1970/1/6 16:15,33,91
m_2020,1970/1/6 16:16,34,92
m_2020,1970/1/6 16:21,47,90
m_2020,1970/1/6 16:22,28,90
m_2020,1970/1/6 16:23,29,89
m_2020,1970/1/6 16:24,27,88
m_2020,1970/1/6 16:25,26,88
m_2020,1970/1/6 16:26,30,89
m_2020,1970/1/6 16:28,42,91
m_2020,1970/1/6 16:32,38,88
m_2020,1970/1/6 16:32,41,87
m_2020,1970/1/6 16:32,50,87
m_2020,1970/1/6 16:32,38,88
m_2020,1970/1/6 16:34,33,88
m_2020,1970/1/6 16:36,28,86
m_2020,1970/1/6 16:37,26,86
m_2020,1970/1/6 16:38,25,87
m_2020,1970/1/6 16:43,23,86
m_2020,1970/1/6 16:43,26,88
m_2020,1970/1/6 16:43,28,87
m_2020,1970/1/6 16:48,38,90
m_2020,1970/1/6 16:49,49,92
m_2020,1970/1/6 16:50,51,93
m_2020,1970/1/6 16:50,45,92
m_2020,1970/1/6 16:51,36,92
m_2020,1970/1/6 16:53,25,89
m_2020,1970/1/6 16:55,27,87
m_2020,1970/1/6 16:56,26,87
m_2020,1970/1/6 16:59,29,89
m_2020,1970/1/6 17:01,57,93
m_2020,1970/1/6 17:03,50,94
m_2020,1970/1/6 17:04,52,94
m_2020,1970/1/6 17:07,38,92
m_2020,1970/1/6 17:07,41,92
m_2020,1970/1/6 17:08,35,92
m_2020,1970/1/6 17:09,37,93
m_2020,1970/1/6 17:10,38,93
m_2020,1970/1/6 17:15,45,91
m_2020,1970/1/6 17:15,46,91
m_2020,1970/1/6 17:16,44,92
m_2020,1970/1/6 17:18,45,91
m_2020,1970/1/6 17:20,42,91
m_2020,1970/1/6 17:23,32,89
m_2020,1970/1/6 17:25,36,91
m_2020,1970/1/6 17:26,33,91
m_2020,1970/1/6 17:26,36,91
m_2020,1970/1/6 17:28,33,91
m_2020,1970/1/6 17:28,35,90
m_2020,1970/1/6 17:29,48,94
m_2020,1970/1/6 17:30,42,94
m_2020,1970/1/6 17:31,41,93
m_2020,1970/1/6 17:32,32,91
m_2020,1970/1/6 17:33,28,90
m_2020,1970/1/6 17:34,33,90
m_2020,1970/1/6 17:35,29,89
m_2020,1970/1/6 17:36,39,90
m_2020,1970/1/6 17:39,29,91
m_2020,1970/1/6 17:42,28,90
m_2020,1970/1/6 17:44,25,91
m_2020,1970/1/6 17:45,24,89
m_2020,1970/1/6 17:47,27,90
m_2020,1970/1/6 17:48,25,91
m_2020,1970/1/6 17:49,26,91
m_2020,1970/1/6 17:51,26,90
m_2020,1970/1/6 17:53,31,91
m_2020,1970/1/6 17:55,28,91
m_2020,1970/1/6 17:55,25,91
m_2020,1970/1/6 17:56,28,90
m_2020,1970/1/6 17:57,28,91
m_2020,1970/1/6 17:57,27,93
m_2020,1970/1/6 18:00,29,93
m_2020,1970/1/6 18:00,28,93
m_2020,1970/1/6 18:02,35,95
m_2020,1970/1/6 18:04,30,94
m_2020,1970/1/6 18:05,32,93
m_2020,1970/1/6 18:06,31,94
m_2020,1970/1/6 18:07,33,95
m_2020,1970/1/6 18:08,33,95
m_2020,1970/1/6 18:09,28,94
m_2020,1970/1/6 18:13,37,93
m_2020,1970/1/6 18:14,32,93
m_2020,1970/1/6 18:15,32,92
m_2020,1970/1/6 18:16,29,93
m_2020,1970/1/6 18:22,33,94
m_2020,1970/1/6 18:23,32,93
m_2020,1970/1/6 18:27,22,92
m_2020,1970/1/6 18:28,41,95
m_2020,1970/1/6 18:28,39,96
m_2020,1970/1/6 18:29,37,96
m_2020,1970/1/6 18:30,40,96
m_2020,1970/1/6 18:32,27,95
m_2020,1970/1/6 18:33,27,94
m_2020,1970/1/6 18:40,22,94
m_2020,1970/1/6 18:41,23,94
m_2020,1970/1/6 18:41,21,94
m_2020,1970/1/6 18:45,22,92
m_2020,1970/1/6 18:46,26,94
m_2020,1970/1/6 18:48,23,93
m_2020,1970/1/6 18:48,40,92
m_2020,1970/1/6 18:48,32,93
m_2020,1970/1/6 18:51,19,89
m_2020,1970/1/6 18:53,31,90
m_2020,1970/1/6 18:54,24,91
m_2020,1970/1/6 18:54,27,91
m_2020,1970/1/6 18:56,39,91
m_2020,1970/1/6 18:56,33,92
m_2020,1970/1/6 18:58,37,93
m_2020,1970/1/6 18:58,33,94
m_2020,1970/1/6 18:58,35,94
m_2020,1970/1/6 19:02,36,93
m_2020,1970/1/6 19:04,40,94
m_2020,1970/1/6 19:07,41,93
m_2020,1970/1/6 19:08,46,94
m_2020,1970/1/6 19:08,37,93
m_2020,1970/1/6 19:09,40,94
m_2020,1970/1/6 19:10,41,95
m_2020,1970/1/6 19:11,35,95
m_2020,1970/1/6 19:13,37,94
m_2020,1970/1/6 19:16,41,94
m_2020,1970/1/6 19:16,39,93
m_2020,1970/1/6 19:18,39,94
m_2020,1970/1/6 19:19,37,94
m_2020,1970/1/6 19:21,43,96
m_2020,1970/1/6 19:22,42,96
m_2020,1970/1/6 19:23,41,95
m_2020,1970/1/6 19:23,47,94
m_2020,1970/1/6 19:27,30,91
m_2020,1970/1/6 19:27,36,92
m_2020,1970/1/6 19:28,29,91
m_2020,1970/1/6 19:29,30,91
m_2020,1970/1/6 19:29,37,92
m_2020,1970/1/6 19:31,38,93
m_2020,1970/1/6 19:31,36,93
m_2020,1970/1/6 19:33,38,95
m_2020,1970/1/6 19:34,37,93
m_2020,1970/1/6 19:37,44,97
m_2020,1970/1/6 19:39,38,95
m_2020,1970/1/6 19:40,50,95
m_2020,1970/1/6 19:41,35,95
m_2020,1970/1/6 19:44,34,95
m_2020,1970/1/6 19:44,34,96
m_2020,1970/1/6 19:46,40,96
m_2020,1970/1/6 19:47,42,96
m_2020,1970/1/6 19:47,41,96
m_2020,1970/1/6 19:48,42,95
m_2020,1970/1/6 19:48,41,96
m_2020,1970/1/6 19:49,37,95
m_2020,1970/1/6 19:49,37,95
m_2020,1970/1/6 19:50,33,94
m_2020,1970/1/6 19:51,28,92
m_2020,1970/1/6 19:52,32,92
m_2020,1970/1/6 19:52,34,93
m_2020,1970/1/6 19:53,32,93
m_2020,1970/1/6 19:53,24,93
m_2020,1970/1/6 19:54,23,93
m_2020,1970/1/6 19:55,31,95
m_2020,1970/1/6 19:55,42,95
m_2020,1970/1/6 19:56,34,96
m_2020,1970/1/6 19:58,34,97
m_2020,1970/1/6 19:59,31,97
m_2020,1970/1/6 19:59,32,97
m_2020,1970/1/6 20:04,38,94
m_2020,1970/1/6 20:05,50,94
m_2020,1970/1/6 20:06,31,94
m_2020,1970/1/6 20:07,35,94
m_2020,1970/1/6 20:07,34,94
m_2020,1970/1/6 20:08,31,93
m_2020,1970/1/6 20:09,31,93
m_2020,1970/1/6 20:12,31,92
m_2020,1970/1/6 20:13,29,91
m_2020,1970/1/6 20:18,37,91
m_2020,1970/1/6 20:18,38,91
m_2020,1970/1/6 20:20,34,91
m_2020,1970/1/6 20:25,29,91
m_2020,1970/1/6 20:25,26,90
m_2020,1970/1/6 20:26,26,91
m_2020,1970/1/6 20:27,30,92
m_2020,1970/1/6 20:29,22,91
m_2020,1970/1/6 20:30,29,92
m_2020,1970/1/6 20:30,28,93
m_2020,1970/1/6 20:32,26,92
m_2020,1970/1/6 20:37,26,92
m_2020,1970/1/6 20:38,23,92
m_2020,1970/1/6 20:41,32,94
m_2020,1970/1/6 20:41,28,94
m_2020,1970/1/6 20:42,29,94
m_2020,1970/1/6 20:42,26,94
m_2020,1970/1/6 20:42,24,94
m_2020,1970/1/6 20:43,26,94
m_2020,1970/1/6 20:44,26,95
m_2020,1970/1/6 20:46,30,95
m_2020,1970/1/6 20:47,35,95
m_2020,1970/1/6 20:48,23,93
m_2020,1970/1/6 20:48,22,93
m_2020,1970/1/6 20:48,21,93
m_2020,1970/1/6 20:49,25,93
m_2020,1970/1/6 20:51,21,92
m_2020,1970/1/6 20:52,24,92
m_2020,1970/1/6 20:54,19,92
m_2020,1970/1/6 20:56,19,91
m_2020,1970/1/6 20:56,17,91
m_2020,1970/1/6 21:01,24,92
m_2020,1970/1/6 21:03,29,95
m_2020,1970/1/6 21:04,34,96
m_2020,1970/1/6 21:05,38,95
m_2020,1970/1/6 21:07,32,95
m_2020,1970/1/6 21:12,35,93
m_2020,1970/1/6 21:13,38,93
m_2020,1970/1/6 21:14,27,93
m_2020,1970/1/6 21:15,31,93
m_2020,1970/1/6 21:16,24,92
m_2020,1970/1/6 21:17,26,92
m_2020,1970/1/6 21:18,27,94
m_2020,1970/1/6 21:20,23,92
m_2020,1970/1/6 21:22,32,93
m_2020,1970/1/6 21:22,34,93
m_2020,1970/1/6 21:23,21,93
m_2020,1970/1/6 21:26,22,93
m_2020,1970/1/6 21:27,21,93
m_2020,1970/1/6 21:27,25,93
m_2020,1970/1/6 21:28,20,93
m_2020,1970/1/6 21:30,20,93
m_2020,1970/1/6 21:31,24,94
m_2020,1970/1/6 21:32,15,92
m_2020,1970/1/6 21:33,18,92
m_2020,1970/1/6 21:34,16,92
m_2020,1970/1/6 21:35,20,92
m_2020,1970/1/6 21:36,18,92
m_2020,1970/1/6 21:38,17,92
m_2020,1970/1/6 21:38,22,93
m_2020,1970/1/6 21:41,27,95
m_2020,1970/1/6 21:42,23,95
m_2020,1970/1/6 21:42,23,95
m_2020,1970/1/6 21:44,22,93
m_2020,1970/1/6 21:44,23,93
m_2020,1970/1/6 21:44,24,93
m_2020,1970/1/6 21:48,23,93
m_2020,1970/1/6 21:49,22,93
m_2020,1970/1/6 21:51,23,94
m_2020,1970/1/6 21:53,28,93
m_2020,1970/1/6 21:56,28,93
m_2020,1970/1/6 21:57,23,94
m_2020,1970/1/6 21:58,21,94
m_2020,1970/1/6 21:58,21,94
m_2020,1970/1/6 22:01,25,95
m_2020,1970/1/6 22:05,22,93
m_2020,1970/1/6 22:05,18,93
m_2020,1970/1/6 22:06,19,93
m_2020,1970/1/6 22:07,18,93
m_2020,1970/1/6 22:07,19,93
m_2020,1970/1/6 22:08,19,93
m_2020,1970/1/6 22:09,29,93
m_2020,1970/1/6 22:09,22,94
m_2020,1970/1/6 22:15,23,94
m_2020,1970/1/6 22:16,22,94
m_2020,1970/1/6 22:18,23,94
m_2020,1970/1/6 22:21,15,93
m_2020,1970/1/6 22:21,18,93
m_2020,1970/1/6 22:25,17,95
m_2020,1970/1/6 22:26,19,95
m_2020,1970/1/6 22:28,22,96
m_2020,1970/1/6 22:29,33,97
m_2020,1970/1/6 22:31,25,96
m_2020,1970/1/6 22:33,24,95
m_2020,1970/1/6 22:34,20,93
m_2020,1970/1/6 22:41,18,91
m_2020,1970/1/6 22:42,19,91
m_2020,1970/1/6 22:44,22,94
m_2020,1970/1/6 22:45,21,91
m_2020,1970/1/6 22:50,24,92
m_2020,1970/1/6 22:51,15,92
m_2020,1970/1/6 22:53,27,94
m_2020,1970/1/6 22:53,25,94
m_2020,1970/1/6 22:55,20,93
m_2020,1970/1/6 22:55,19,93
m_2020,1970/1/6 22:57,18,93
m_2020,1970/1/6 22:57,24,93
m_2020,1970/1/6 22:58,23,93
m_2020,1970/1/6 22:59,19,93
m_2020,1970/1/6 23:02,28,96
m_2020,1970/1/6 23:02,26,96
m_2020,1970/1/6 23:05,25,94
m_2020,1970/1/6 23:07,27,93
m_2020,1970/1/6 23:08,24,93
m_2020,1970/1/6 23:09,26,93
m_2020,1970/1/6 23:10,23,93
m_2020,1970/1/6 23:11,22,93
m_2020,1970/1/6 23:11,20,93
m_2020,1970/1/6 23:12,21,94
m_2020,1970/1/6 23:13,23,94
m_2020,1970/1/6 23:17,22,95
m_2020,1970/1/6 23:18,19,95
m_2020,1970/1/6 23:19,23,95
m_2020,1970/1/6 23:21,29,94
m_2020,1970/1/6 23:21,28,94
m_2020,1970/1/6 23:23,21,92
m_2020,1970/1/6 23:25,17,91
m_2020,1970/1/6 23:26,22,91
m_2020,1970/1/6 23:27,36,95
m_2020,1970/1/6 23:27,36,96
m_2020,1970/1/6 23:30,17,92
m_2020,1970/1/6 23:30,25,93
m_2020,1970/1/6 23:31,21,93
m_2020,1970/1/6 23:34,27,93
m_2020,1970/1/6 23:34,30,93
m_2020,1970/1/6 23:35,26,93
m_2020,1970/1/6 23:36,21,92
m_2020,1970/1/6 23:37,18,92
m_2020,1970/1/6 23:37,22,92
m_2020,1970/1/6 23:40,34,93
m_2020,1970/1/6 23:41,39,93
m_2020,1970/1/6 23:43,27,94
m_2020,1970/1/6 23:44,28,94
m_2020,1970/1/6 23:47,31,95
m_2020,1970/1/6 23:48,38,96
m_2020,1970/1/6 23:52,23,93
m_2020,1970/1/6 23:53,25,93
m_2020,1970/1/6 23:54,20,93
m_2020,1970/1/6 23:55,24,94
m_2020,1970/1/6 23:55,27,94
m_2020,1970/1/6 23:56,26,94
m_2020,1970/1/6 23:57,24,94
m_2020,1970/1/7 0:01,27,94
m_2020,1970/1/7 0:04,24,94
m_2020,1970/1/7 0:04,27,94
m_2020,1970/1/7 0:05,29,95
m_2020,1970/1/7 0:06,24,95
m_2020,1970/1/7 0:09,25,94
m_2020,1970/1/7 0:12,25,94
m_2020,1970/1/7 0:13,26,93
m_2020,1970/1/7 0:14,33,95
m_2020,1970/1/7 0:15,42,96
m_2020,1970/1/7 0:17,29,94
m_2020,1970/1/7 0:17,27,94
m_2020,1970/1/7 0:20,29,94
m_2020,1970/1/7 0:22,26,95
m_2020,1970/1/7 0:29,28,95
m_2020,1970/1/7 0:29,30,95
m_2020,1970/1/7 0:32,35,95
m_2020,1970/1/7 0:32,27,95
m_2020,1970/1/7 0:33,19,94
m_2020,1970/1/7 0:34,21,94
m_2020,1970/1/7 0:36,20,95
m_2020,1970/1/7 0:37,21,95
m_2020,1970/1/7 0:37,22,95
m_2020,1970/1/7 0:39,24,97
m_2020,1970/1/7 0:42,25,96
m_2020,1970/1/7 0:42,23,96
m_2020,1970/1/7 0:43,22,96
m_2020,1970/1/7 0:43,23,96
m_2020,1970/1/7 0:46,26,97
m_2020,1970/1/7 0:47,22,95
m_2020,1970/1/7 0:48,25,95
m_2020,1970/1/7 0:48,24,95
m_2020,1970/1/7 0:53,21,94
m_2020,1970/1/7 0:54,21,94
m_2020,1970/1/7 0:54,24,95
m_2020,1970/1/7 0:58,18,94
m_2020,1970/1/7 0:59,21,94
m_2020,1970/1/7 0:59,20,94
m_2020,1970/1/7 0:59,18,94
m_2020,1970/1/7 0:59,19,94
m_2020,1970/1/7 1:01,18,95
m_2020,1970/1/7 1:02,23,95
m_2020,1970/1/7 1:04,19,95
m_2020,1970/1/7 1:07,27,95
m_2020,1970/1/7 1:09,25,95
m_2020,1970/1/7 1:09,19,95
m_2020,1970/1/7 1:11,17,93
m_2020,1970/1/7 1:11,18,94
m_2020,1970/1/7 1:12,18,93
m_2020,1970/1/7 1:12,18,93
m_2020,1970/1/7 1:13,14,93
m_2020,1970/1/7 1:15,22,94
m_2020,1970/1/7 1:18,18,94
m_2020,1970/1/7 1:20,25,94
m_2020,1970/1/7 1:22,19,94
m_2020,1970/1/7 1:23,20,95
m_2020,1970/1/7 1:24,17,94
m_2020,1970/1/7 1:25,17,94
m_2020,1970/1/7 1:25,21,94
m_2020,1970/1/7 1:25,18,94
m_2020,1970/1/7 1:26,15,94
m_2020,1970/1/7 1:27,20,95
m_2020,1970/1/7 1:29,19,94
